,labels_t,labels_r,Web_Page_URL,Tweet_Website,Author_Name,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Tweet_Number_of_share,Comment_Content,datetime,stars_t,stars_r,Tweet_Website_n,Web_Page_URL_n,tweet_id,name,year,month,year_month
4630,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,¡La respuesta es la B! La Agencia Tributaria establece que el límite para hacer pagos en efectivo es de 2.500 €,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4631,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4632,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"A bancos no fue ese dinero, fue a cajas. Caja Castilla-La Mancha, Cajasur, Caja de ahorros del Mediterráneo, Banco de Valencia (es una caja), Caja Madrid (ahora es Bankia), Caixa Cataluña, Novacaixagalicia, Unnim. Un saludo.",2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4633,1 star,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"En efectivo no se, pero he llegado a ver transferencias de hasta 60.000 millones de € del Estado a bancos con problemas de balance ",2019-10-08 09:45:13,1,3,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4634,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"La B , justo lo que perdí cuando compré vuestras acciones.",2019-10-08 09:45:13,1,5,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4635,1 star,2 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Ehhh hola... y así haceis los contratos de las hipotecas y prestamos liando a la gente con diferentes tasas de interes y cuentos chinos y por eso luego os demandan porque no sois capaces ni de poner una respuesta bien a una encuesta de 3 opciones. A ver es la B o la C?,2019-10-08 09:45:13,1,2,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4636,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"A ver, la B y 2.500€ no coincide, si así va un banco...",2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4637,1 star,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Depende del tipo de sobre! ,2019-10-08 09:45:13,1,3,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4638,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Devolver las Preferentes Robadas,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4639,1 star,2 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,A cuantos estafasteis con las preferentes???,2019-10-08 09:45:13,1,2,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4640,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Después de vuestro robo no puedo pagar ni 2€.,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4641,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Ya lo que me faltaba ver por aquí... Ustedes hablando de límites legales.,2019-10-08 09:45:13,1,5,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4642,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"Eso lo sabía Miguel Blesa, yo ahora mismo no caigo",2019-10-08 09:45:13,1,5,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4643,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Devolved el rescate.. CHORIZOS,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4644,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Si se refieren al dinero que nos tiene que devolver las cajas: 660.000.000 millones de € a demás de los intereses.,2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4645,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"Bankia rota! No os limpia el nombre, ni la madre que os parió.",2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4646,1 star,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,"Con tarjeta?
    O en sobre?
    
    Especificad!",2019-10-08 09:45:13,1,3,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4647,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0," Son 2.500€. 
    
     Pongo el link de la Agencia Tributaria. 
    ",2019-10-08 09:45:13,1,1,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4648,1 star,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,Con tarjetas black o normales?,2019-10-08 09:45:13,1,3,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4649,1 star,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181505819638149120,Bankia,1570527913000.0, ¿Sabes cuál es el importe máximo que se puede pagar en efectivo en España siempre y cuando una de las partes sea un profesional o una empresa?,21.0,16.0,52.0,0,,2019-10-08 09:45:13,1,4,https://twitter.com/Bankia/status/1181505819638149120,https://twitter.com/Bankia,1181505819638149120,Bankia,2019,10,2019-10-01
4650,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181143748375388161,Bankia,1570441588000.0,"Con motivo del día de la #EducaciónFinanciera, Luis Pita, coach de , nos ofrece las principales claves para planificar nuestras finanzas ",2.0,1.0,0.0,0,undefined,2019-10-07 09:46:28,1,1,https://twitter.com/Bankia/status/1181143748375388161,https://twitter.com/Bankia,1181143748375388161,Bankia,2019,10,2019-10-01
4651,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1181230309200842752,Bankia,1570462226000.0,Nuestro día a día está completo de decisiones con trascendencia financiera. Tener los conocimientos necesarios es fundamental para gestionar mejor nuestra economía. ¡Hoy arranca la semana de la #EducaciónFinanciera! Estad atentos. ,28.0,6.0,0.0,0,undefined,2019-10-07 15:30:26,1,1,https://twitter.com/Bankia/status/1181230309200842752,https://twitter.com/Bankia,1181230309200842752,Bankia,2019,10,2019-10-01
4652,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180401837314326529,Bankia,1570264703000.0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2.0,1.0,1.0,0,"Con motivo del día de la #EducaciónFinanciera, Luis Pita, coach de , nos ofrece las principales claves para planificar nuestras finanzas ",2019-10-05 08:38:23,1,5,https://twitter.com/Bankia/status/1180401837314326529,https://twitter.com/Bankia,1180401837314326529,Bankia,2019,10,2019-10-01
4653,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180401837314326529,Bankia,1570264703000.0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2.0,1.0,1.0,0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2019-10-05 08:38:23,1,5,https://twitter.com/Bankia/status/1180401837314326529,https://twitter.com/Bankia,1180401837314326529,Bankia,2019,10,2019-10-01
4654,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180401837314326529,Bankia,1570264703000.0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2.0,1.0,1.0,0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",2019-10-05 08:38:23,1,5,https://twitter.com/Bankia/status/1180401837314326529,https://twitter.com/Bankia,1180401837314326529,Bankia,2019,10,2019-10-01
4655,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180401837314326529,Bankia,1570264703000.0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2.0,1.0,1.0,0,"El gran reto de Luis Pita, colaborador de  #EducaciónFinanciera ",2019-10-05 08:38:23,1,5,https://twitter.com/Bankia/status/1180401837314326529,https://twitter.com/Bankia,1180401837314326529,Bankia,2019,10,2019-10-01
4656,1 star,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180392966722068481,Bankia,1570262588000.0,¡Aquí están! Os presentamos a los 10 equipos de Fútbol Sala que conforman las Bases de  . Grandes jugadores y excepcionales cuerpos técnicos que nos harán vibrar en las gradas. ¡#FelizFinde!,17.0,3.0,2.0,0,Fine,2019-10-05 08:03:08,1,4,https://twitter.com/Bankia/status/1180392966722068481,https://twitter.com/Bankia,1180392966722068481,Bankia,2019,10,2019-10-01
4657,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180392966722068481,Bankia,1570262588000.0,¡Aquí están! Os presentamos a los 10 equipos de Fútbol Sala que conforman las Bases de  . Grandes jugadores y excepcionales cuerpos técnicos que nos harán vibrar en las gradas. ¡#FelizFinde!,17.0,3.0,2.0,0,¡Aquí están! Os presentamos a los 10 equipos de Fútbol Sala que conforman las Bases de  . Grandes jugadores y excepcionales cuerpos técnicos que nos harán vibrar en las gradas. ¡#FelizFinde!,2019-10-05 08:03:08,1,5,https://twitter.com/Bankia/status/1180392966722068481,https://twitter.com/Bankia,1180392966722068481,Bankia,2019,10,2019-10-01
4658,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180180569545744385,Bankia,1570211949000.0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",3.0,3.0,1.0,0,"Con motivo del día de la #EducaciónFinanciera, Luis Pita, coach de , nos ofrece las principales claves para planificar nuestras finanzas 
    ",2019-10-04 17:59:09,1,5,https://twitter.com/Bankia/status/1180180569545744385,https://twitter.com/Bankia,1180180569545744385,Bankia,2019,10,2019-10-01
4659,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180180569545744385,Bankia,1570211949000.0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",3.0,3.0,1.0,0,"La libertad financiera para vivir sin estrés. Luis Pita, colaborador de . #EducaciónFinanciera ",2019-10-04 17:59:09,1,5,https://twitter.com/Bankia/status/1180180569545744385,https://twitter.com/Bankia,1180180569545744385,Bankia,2019,10,2019-10-01
4660,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180180569545744385,Bankia,1570211949000.0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",3.0,3.0,1.0,0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",2019-10-04 17:59:09,1,5,https://twitter.com/Bankia/status/1180180569545744385,https://twitter.com/Bankia,1180180569545744385,Bankia,2019,10,2019-10-01
4661,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1180180569545744385,Bankia,1570211949000.0,"Ahorrar casi sin darnos cuenta es más fácil de lo que pensamos. Luis Pita, colaborador de . ",3.0,3.0,1.0,0,"El gran reto de Luis Pita, colaborador de  #EducaciónFinanciera ",2019-10-04 17:59:09,1,5,https://twitter.com/Bankia/status/1180180569545744385,https://twitter.com/Bankia,1180180569545744385,Bankia,2019,10,2019-10-01
4662,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Yo tengo mi moneda de 25 pelas para la cuerda de la peonza, no la cambio por nada.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4663,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Me parece poco 2 millones .... seguro que no es más ??,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4664,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Tengo una sala de 500 pesetas como de 100000000kilos x lo menos, cómo va España , genial no pues nada el lunes paso.",2019-09-10 13:27:33,1,5,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4665,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Acaso no puede ser que estén pérdidas, o enterradas o en el fondo de un río?  Tenemos que tenerlas? Te aseguro que pesetas no tengo ni en la primera chaqueta que me puse, allá por el 92.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4666,1 star,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Las uso para jugar al cinquillo, no creo que las vaya cambiar.",2019-09-10 13:27:33,1,4,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4667,1 star,3 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Jajakajjajajajajajajajjajaa,2019-09-10 13:27:33,1,3,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4668,1 star,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Las mias las tiene...,2019-09-10 13:27:33,1,5,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4669,1 star,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,,2019-09-10 13:27:33,1,4,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4670,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4671,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"¡Ábrete Sésamo!
    
    -fragmento de Ali Bankiá y los 40 mamones-",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4672,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"En ningun sitio pone darlas, pone cambiarlas.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4673,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Tengo menos de 60 años, vuestras tretas solo valen con ancianos.
    
    Despues de las preferentes venis con qué le demos al Banco de España nuestras pesetas. 
    
    Pues si, tengo pesetas pero antes me las meto por el culo qué darselas a la banca.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4674,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Con lo que se supo hace poco de lo que empieza a valorarse tan solo 1 pta. de las aún acuñadas en dictadura (y otras de 50 cts.), me parece que el Banco de España (y los que son más de Suiza y entramados ""off shore"") puede esperar.
    
    Quién las lleve a cambiar por euros, pierde.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4675,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Y dónde podría ir a cambiarlas?,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4676,1 star,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Miraros vosotros bien. Que seguro que esta en casa...,2019-09-10 13:27:33,1,4,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4677,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Us compra el bbva aquesta tardor?,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4678,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,"Y vosotros tenéis tela de millones de los españoles . Ya no se si en pesetas,euros , o francos suizos.",2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4679,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Vostros aún conservais 600.000 millones de euros que no son vuestros.,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4680,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,No las tendréis vosotros entre lo que ya habéis robado?,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
4681,1 star,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1171414913912324097,Bankia,1568122053000.0,  Los españoles todavía conservamos casi 2 millones de euros en pesetas. ¿Has encontrado algunas por casa y no sabes qué hacer con ellas? Puedes cambiarlas en el Banco de España hasta el 31 de diciembre de 2020. ,155.0,68.0,37.0,0,Pues me preocupan más los 60 mil millones de euros que nos robásteis y no habéis devuelto.,2019-09-10 13:27:33,1,1,https://twitter.com/Bankia/status/1171414913912324097,https://twitter.com/Bankia,1171414913912324097,Bankia,2019,9,2019-09-01
